entrez,symbol
142685,ASB15
3429,IFI27
3437,IFIT3
388468,POTEC
257397,TAB3
3480,IGF1R
3481,IGF2
3482,IGF2R
85414,SLC45A3
85415,RHPN2
3516,RBPJ
85441,HELZ2
85442,KNDC1
126410,CYP4F22
85452,CFAP74
85455,DISP2
93649,MYOCD
3551,IKBKB
3552,IL1A
3553,IL1B
3558,IL2
3561,IL2RG
3566,IL4R
388591,RNF207
3572,IL6ST
3575,IL7R
3597,IL13RA1
151056,PLB1
339479,BRINP3
3607,FOXK2
3621,ING1
347688,TUBB8
3631,INPP4A
3636,INPPL1
3643,INSR
3646,EIF3E
388677,NOTCH2NLA
3660,IRF2
3662,IRF4
3663,IRF5
3664,IRF6
3665,IRF7
3667,IRS1
347733,TUBB2B
388697,HRNR
3676,ITGA4
3682,ITGAE
3685,ITGAV
3695,ITGB7
3697,ITIH1
3702,ITK
3707,ITPKB
3710,ITPR3
3716,JAK1
3717,JAK2
3718,JAK3
3725,JUN
3727,JUND
3735,KARS1
3739,KCNA4
3742,GALNT8
3762,KCNJ5
3782,KCNN3
126668,TDRD10
3791,KDR
3792,KEL
151254,C2CD6
3799,KIF5B
118491,CFAP70
3815,KIT
200424,TET3
3832,KIF11
3837,KPNB1
3843,IPO5
3845,KRAS
3860,KRT13
3866,KRT15
3895,KTN1
143162,FRMPD2
3899,AFF3
3908,LAMA2
3909,LAMA3
3910,LAMA4
3915,LAMC1
143187,VTI1A
3927,LASP1
3929,LBP
3932,LCK
28513,CDH19
28514,DLL1
3954,LETM1
3955,LFNG
3956,LGALS1
3977,LIFR
3984,LIMK1
3996,LLGL1
4000,LMNA
4004,LMO1
4005,LMO2
4009,LMX1A
94137,RP1L1
4026,LPP
4035,LRP1
4036,LRP2
4048,LTA4H
4053,LTBP2
4058,LTK
4060,LUM
4066,LYL1
4067,LYN
4087,SMAD2
4088,SMAD3
4089,SMAD4
339967,TMPRSS11A
4097,MAFG
4100,MAGEA1
118788,PIK3AP1
4105,MAGEA6
94234,FOXQ1
503835,DUXA
94239,H2AZ2
94241,TP53INP1
4133,MAP2
4134,MAP4
4137,MAPT
4140,MARK3
4149,MAX
4152,MBD1
4170,MCL1
53335,BCL11A
4193,MDM2
127074,OR2T4
4194,MDM4
53353,LRP1B
4208,MEF2C
4209,MEF2D
4214,MAP3K1
4216,MAP3K4
4217,MAP3K5
4221,MEN1
4224,MEP1A
4233,MET
282770,OR10AG1
4248,MGAT3
168090,C6orf118
192670,AGO4
4255,MGMT
4261,CIITA
4286,MITF
4287,ATXN3
151742,PPM1L
4291,MLF1
4292,MLH1
4293,MAP3K9
4297,KMT2A
4298,MLLT1
4299,AFF1
4300,MLLT3
4301,AFDN
4302,MLLT6
4303,FOXO4
4306,NR3C2
4308,TRPM1
4322,MMP13
4330,MN1
4331,MNAT1
4342,MOS
4343,MOV10
4345,CD200
4353,MPO
127255,LRRIQ3
340273,ABCB5
127294,MYOM3
4430,MYO1B
151888,BTLA
4436,MSH2
4437,MSH3
4439,MSH5
29028,ATAD2
414059,TBC1D3B
53616,ADAM22
4478,MSN
53632,PRKAG3
4481,MSR1
4485,MST1
4486,MST1R
29072,SETD2
29074,MRPL18
151963,MB21D2
4515,MTCP1
373156,GSTK1
4524,MTHFR
29102,DROSHA
29110,TBK1
29117,BRD7
29118,DDX25
29119,CTNNA3
340419,RSPO2
29126,CD274
152007,GLIPR2
201163,FLCN
4582,MUC1
4583,MUC2
4585,MUC4
4591,TRIM37
4595,MUTYH
4602,MYB
4603,MYBL1
4605,MYBL2
4609,MYC
4610,MYCL
4613,MYCN
4615,MYD88
4620,MYH2
283149,BCL9L
4622,MYH4
283150,FOXR1
4625,MYH7
4627,MYH9
4629,MYH11
4644,MYO5A
4649,MYO9A
4654,MYOD1
4661,MYT1
4665,NAB2
4666,NACA
389692,MAFA
4671,NAIP
4681,NBL1
4683,NBN
4685,NCAM2
4688,NCF2
643677,CCDC168
4703,NEB
119391,GSTO2
340578,DCAF12L2
4715,NDUFB9
340596,LHFPL1
4729,NDUFV2
4734,NEDD4
4736,RPL10A
4744,NEFH
4751,NEK2
4763,NF1
160418,TMTC3
4771,NF2
4773,NFATC2
4780,NFE2L2
4781,NFIB
283310,OTOGL
283316,CD163L1
53942,CNTN5
4791,NFKB2
4792,NFKBIA
4794,NFKBIE
4811,NID1
4820,NKTR
4824,NKX3-1
4829,NMBR
4841,NONO
4843,NOS2
4849,CNOT3
4851,NOTCH1
4853,NOTCH2
4854,NOTCH3
4855,NOTCH4
283383,ADGRD1
4869,NPM1
119559,SFXN4
152330,CNTN4
4893,NRAS
4913,NTHL1
4914,NTRK1
4915,NTRK2
4921,DDR2
4926,NUMA1
4928,NUP98
4929,NR4A2
54084,TSPEAR
283464,GXYLT1
4952,OCRL
54106,TLR9
4958,OMD
201625,DNAH12
5018,OXA1L
5046,PCSK6
5049,PAFAH1B2
54206,ERRFI1
390079,OR52E8
5063,PAK3
349136,WDR86
5076,PAX2
5077,PAX3
5079,PAX5
5087,PBX1
5093,PCBP1
1013,CDH15
5101,PCDH9
5108,PCM1
160762,CCDC63
5125,PCSK5
390155,OR5T1
168975,CNBD1
128025,WDR64
5148,PDE6G
5154,PDGFA
5155,PDGFB
5156,PDGFRA
5159,PDGFRB
5162,PDHB
5173,PDYN
5178,PEG3
29761,USP25
5187,PER1
29766,TMOD3
5198,PFAS
29775,CARD10
169044,COL22A1
54361,WNT4
5214,PFKP
5218,CDK14
259173,ALS2CL
5229,PGGT1B
152687,ZNF595
5241,PGR
5243,ABCB1
5265,SERPINA1
29844,TFPT
144535,CFAP54
5272,SERPINB9
259232,NALCN
54434,SSH1
54437,SEMA5B
5286,PIK3C2A
5287,PIK3C2B
5288,PIK3C2G
5289,PIK3C3
5290,PIK3CA
5291,PIK3CB
5292,PIM1
5293,PIK3CD
5294,PIK3CG
5295,PIK3R1
5296,PIK3R2
5297,PI4KA
79026,AHNAK
54460,MRPS21
54464,XRN1
259266,ASPM
5314,PKHD1
5324,PLAG1
169166,SNX31
54480,CHPF2
259283,MDS2
5332,PLCB4
5333,PLCD1
54487,DGCR8
5336,PLCG2
5335,PLCG1
5339,PLEC
29930,PCDHB1
54510,PCDH18
5362,PLXNA2
29940,DSE
79097,TRIM48
5371,PML
29953,TRHDE
5378,PMS1
5395,PMS2
5396,PRRX1
54549,SDK2
29974,A1CF
79132,DHX58
5411,PNN
5413,SEPTIN5
29993,PACSIN1
29994,BAZ2B
79145,CHCHD7
29998,BICRA
5424,POLD1
120114,FAT3
5426,POLE
5428,POLG
79158,GNPTAB
79161,TMEM243
30012,TLX3
5442,POLRMT
5450,POU2AF1
5452,POU2F2
79184,BRCC3
5460,POU5F1
79190,IRX6
54617,INO80
5467,PPARD
5468,PPARG
5469,MED1
5471,PPAT
54625,PARP14
341350,OVCH1
341359,SYT10
5506,PPP1R3A
5518,PPP2R1A
5525,PPP2R5A
161176,SYNE3
54681,P4HTM
5530,PPP3CA
284058,KANSL1
5537,PPP6C
5545,PRB4
5546,PRCC
5551,PRF1
5563,PRKAA2
5564,PRKAB1
5565,PRKAB2
5566,PRKACA
5571,PRKAG1
5573,PRKAR1A
5579,PRKCB
5582,PRKCG
5584,PRKCI
5587,PRKD1
5588,PRKCQ
5590,PRKCZ
5591,PRKDC
5594,MAPK1
5598,MAPK7
5604,MAP2K1
5605,MAP2K2
5606,MAP2K3
5607,MAP2K5
5608,MAP2K6
5609,MAP2K7
5612,THAP12
5613,PRKX
644591,PPIAL4G
54768,HYDIN
5618,PRLR
54778,RNF111
54790,TET2
54796,BNC2
5644,PRSS1
5649,RELN
54806,AHI1
5654,HTRA1
5663,PSEN1
5664,PSEN2
54825,CDHR2
128553,TSHZ2
5689,PSMB1
63035,BCORL1
5693,PSMB5
5696,PSMB8
54855,TENT5C
54861,SNRK
54862,CC2D1A
54865,GPATCH4
5727,PTCH1
54880,BCOR
5728,PTEN
5737,PTGFR
5738,PTGFRN
439915,KRTAP5-5
54892,NCAPG2
54894,RNF43
54897,CASZ1
5747,PTK2
54904,NSD3
374393,FAM111B
5753,PTK6
5757,PTMA
5764,PTN
54919,DNAAF5
341640,FREM2
5770,PTPN1
5771,PTPN2
5777,PTPN6
5781,PTPN11
5782,PTPN12
5783,PTPN13
5784,PTPN14
5787,PTPRB
5788,PTPRC
5789,PTPRD
128674,PROKR2
5796,PTPRK
54949,SDHAF2
5800,PTPRO
54956,PARP16
54959,ODAM
54961,SSH3
136895,C7orf31
284358,MAMSTR
5832,ALDH18A1
54989,ZNF770
79577,CDC73
79591,ARMH3
55023,PHIP
79607,FAM118B
5879,RAC1
5884,RAD17
5885,RAD21
5890,RAD51B
5894,RAF1
5896,RAG1
5897,RAG2
5900,RALGDS
55055,ZWILCH
5903,RANBP2
79633,FAT4
5910,RAP1GDS1
5914,RARA
79644,SRD5A3
440093,H3-5
5921,RASA1
55075,UACA
5924,RASGRF2
5925,RB1
5927,KDM5A
5930,RBBP6
79668,PARP8
202559,KHDRBS2
55117,SLC6A15
5966,REL
5970,RELA
5971,RELB
79705,LRRK1
5979,RET
5980,REV3L
5981,RFC1
79710,MORC4
5987,TRIM27
79718,TBL1XR1
284521,OR2L13
55146,ZDHHC4
284525,SLC9C2
145264,SERPINA12
6000,RGS7
6002,RGS12
79728,PALB2
55159,RFWD3
55160,ARHGEF10L
6009,RHEB
55164,SHQ1
6014,RIT2
6016,RIT1
55181,SMG8
79759,ZNF668
55190,NUDT11
55193,PBRM1
55196,RESF1
79776,ZFHX4
79791,FBXO31
79799,UGT2A3
79800,CARF
55226,NAT10
161725,OTUD7A
653247,PRB2
55234,SMU1
55236,UBA6
120776,OR2D2
6092,ROBO2
79822,ARHGAP28
6098,ROS1
440275,EIF2AK4
55252,ASXL2
6103,RPGR
79839,CCDC102B
79841,AGBL2
55272,IMP3
6122,RPL3
6125,RPL5
6134,RPL10
137209,ZNF572
55289,ACOXL
55294,FBXW7
6146,RPL22
79883,PODNL1
79885,HDAC11
79892,MCMBP
391189,OR11L1
391195,OR2T33
374819,LRRC37A3
6184,RPN1
6187,RPS2
6197,RPS6KA3
55353,LAPTM4B
120892,LRRK2
55359,STYK1
6207,RPS13
6209,RPS15
79937,CNTNAP3
112714,TUBA3E
374864,CCDC178
79959,CEP76
6232,RPS27
284759,SIRPB2
6237,RRAS
6239,RREB1
6240,RRM1
6241,RRM2
333926,PPM1J
6249,CLIP1
79983,POF1B
6256,RXRA
374897,SBSN
30835,CD209
6262,RYR2
55422,ZNF331
30849,PIK3R4
6278,S100A7
6299,SALL1
80036,TRPM3
6310,ATXN1
145581,LRFN5
653489,RGPD3
6331,SCN5A
80059,LRRTM4
6335,SCN9A
6336,SCN10A
80070,ADAMTS20
55500,ETNK1
55503,TRPV6
55509,BATF3
55511,SAGE1
55534,MAML3
6385,SDC4
6389,SDHA
6390,SDHB
6391,SDHC
6392,SDHD
6403,SELP
6406,SEMG1
55558,PLXNA3
55561,CDC42BPG
22800,RRAS2
6416,MAP2K4
6418,SET
170261,ZCCHC12
22806,IKZF3
22807,IKZF2
22808,MRAS
80149,ZC3H12A
6426,SRSF1
6427,SRSF2
6421,SFPQ
6424,SFRP4
55582,KIF27
6428,SRSF3
22822,PHLDA1
55596,ZCCHC8
6446,SGK1
55600,ITLN1
55602,CDKN2AIP
55605,KIF21A
55607,PPP1R9A
6455,SH3GL1
317754,POTED
203068,TUBB
55613,MTMR8
55614,KIF16B
22849,CPEB3
22852,ANKRD26
22859,ADGRL1
6476,SI
80205,CHD9
22861,NLRP1
80204,FBXO11
22865,SLITRK3
80209,PROSER1
55636,CHD7
317781,DDX51
6491,STIL
6495,SIX1
6497,SKI
22882,ZHX2
80230,RUFY1
6502,SKP2
6507,SLC1A3
6509,SLC1A4
22894,DIS3
6511,SLC1A6
80243,PREX2
55672,NBPF1
653689,GSTT2B
22906,TRAK1
22907,DHX30
145788,C15orf65
6530,SLC6A2
6531,SLC6A3
219527,LRRC55
6538,SLC6A11
121227,LRIG3
22925,PLA2R1
55698,RADIL
63895,PIEZO2
55704,CCDC88A
55709,KBTBD4
22941,SHANK2
6564,SLC15A1
6565,SLC15A2
129446,XIRP2
121256,TMEM132D
6573,SLC19A1
80304,WDCP
55729,ATF7IP
55728,N4BP2
55733,HHAT
80309,SPHKAP
80310,PDGFD
80312,TET1
80314,EPC1
219578,ZNF804B
22974,TPX2
6594,SMARCA1
55746,NUP133
22978,NT5C2
6597,SMARCA4
6598,SMARCB1
80326,WNT10A
55754,TMEM30A
6602,SMARCD1
6605,SMARCE1
55759,WDR12
80336,PABPC1L
22992,KDM2A
375248,ANKRD36
6608,SMO
22998,LIMCH1
22999,RIMS1
23001,WDFY3
55770,EXOC2
6626,SNRPA
55781,RIOK2
63973,NEUROG2
23013,SPEN
63976,PRDM16
23019,CNOT1
23024,PDZRN3
653808,ZG16
285172,FAM126B
23028,KDM1A
6646,SOAT1
23031,MAST3
6651,SON
80380,PDCD1LG2
23037,PDZD2
23038,WDTC1
6654,SOS1
55809,TRERF1
23042,PDXDC1
6657,SOX2
6660,SOX5
64005,MYO1G
23046,KIF21B
23047,PDS5B
23048,FNBP1
23049,SMG1
6662,SOX9
55821,ALLC
55824,PAG1
375318,AQP12A
55835,CENPJ
23067,SETD1B
375323,LHFPL4
23072,HECW1
23075,SWAP70
6693,SPN
23077,MYCBP2
55851,PSENEN
6701,SPRR2B
23086,EXPH5
23085,ERC1
6708,SPTA1
23093,TTLL5
6710,SPTB
23095,KIF1B
6709,SPTAN1
6712,SPTBN2
23092,ARHGAP26
6714,SRC
6715,SRD5A1
64061,TSPYL2
55870,ASH1L
55869,HDAC8
6716,SRD5A2
23097,CDK19
23111,SPART
64072,CDH23
23113,CUL9
170572,HTR3C
23120,ATP10B
23122,CLASP2
64084,CLSTN2
6741,SSB
23129,PLXND1
23130,ATG2A
23136,EPB41L3
55904,KMT2E
23140,ZZEF1
23141,ANKLE2
6756,SSX1
6757,SSX2
6760,SS18
6759,SSX4
55914,ERBIN
399979,SNX19
64109,CRLF2
23152,CIC
23157,SEPTIN6
6774,STAT3
6775,STAT4
6777,STAT5B
6778,STAT6
6781,STC1
285313,IGSF10
6786,STIM1
6790,AURKA
23178,PASK
23179,RGL1
23180,RFTN1
6794,STK11
6795,AURKC
6801,STRN
23185,LARP4B
129684,CNTNAP5
23191,CYFIP1
55966,AJAP1
203447,NRK
23224,SYNE2
23232,TBC1D12
6850,SYK
170691,ADAMTS17
170692,ADAMTS18
6854,SYN2
23245,ASTN2
6867,TACC1
23251,MINAR1
23253,ANKRD12
6868,ADAM17
6869,TACR1
6872,TAF1
23261,CAMTA1
6882,TAF11
56034,PDGFC
23266,ADGRL2
23269,MGA
6886,TAL1
6887,TAL2
6890,TAP1
137964,GPAT4
23281,MTUS2
137970,UNC5D
64241,ABCG8
23284,ADGRL3
6908,TBP
23293,SMG6
6917,TCEA1
6921,ELOC
23305,ACSL6
23309,SIN3B
23310,NCAPD3
6927,HNF1A
6928,HNF1B
6926,TBX3
23314,SATB2
6929,TCF3
6932,TCF7
6934,TCF7L2
6935,ZEB1
138009,DCAF4L2
64282,TENT4B
203547,VMA21
6938,TCF12
23332,CLASP1
6954,TCP11
23345,SYNE1
113457,TUBA3D
375612,LHFPL3
56128,PCDHB8
64321,SOX17
56130,PCDHB6
64324,NSD1
23365,ARHGEF12
64328,XPO4
23373,CRTC1
6996,TDG
23381,SMG5
23385,NCSTN
56154,TEX15
56155,TEX14
7006,TEC
23394,ADNP
7011,TEP1
56164,STK31
56165,TDRD1
23396,PIP5K1C
23399,CTDNEP1
7015,TERT
7010,TEK
56171,DNAH7
23405,DICER1
7023,TFAP4
23409,SIRT4
7027,TFDP1
7030,TFE3
23418,CRB1
7037,TFRC
7038,TG
7039,TGFA
7046,TGFBR1
7048,TGFBR2
7049,TGFBR3
7050,TGIF1
7051,TGM1
342926,ZNF677
7057,THBS1
7058,THBS2
64403,CDH24
7062,TCHH
23451,SF3B1
64421,DCLRE1C
23462,HEY1
7080,NKX2-1
23469,PHF3
64430,PCNX4
7088,TLE1
80816,ASXL3
7091,TLE4
7092,TLL1
7093,TLL2
23476,BRD4
80824,DUSP16
7097,TLR2
7099,TLR4
7100,TLR5
80829,ZFP91
56253,CRTAM
56254,RNF20
23484,LEPROTL1
7114,TMSB4X
23499,MACF1
23504,RIMBP2
170961,ANKRD24
7124,TNF
7128,TNFAIP3
23512,SUZ12
7130,TNFAIP6
7133,TNFRSF1B
64478,CSMD1
375775,PNPLA7
56288,PARD3
23522,KAT6B
23523,CABIN1
7143,TNR
23533,PIK3R5
56302,TRPV5
7150,TOP1
7153,TOP2A
7155,TOP2B
7157,TP53
7158,TP53BP1
7159,TP53BP2
7161,TP73
7170,TPM3
7171,TPM4
7173,TPO
7175,TPR
171017,ZNF384
171023,ASXL1
7184,HSP90B1
7186,TRAF2
7187,TRAF3
56339,METTL3
7189,TRAF6
7188,TRAF5
343066,AADACL4
7204,TRIO
23592,LEMD3
154664,ABCA13
23598,PATZ1
7216,TRO
728118,NUTM2A
7226,TRPM2
7227,TRPS1
23624,CBLC
7248,TSC1
7249,TSC2
253012,HEPACAM2
7253,TSHR
23644,EDC4
23645,PPP1R15A
425054,VCX3B
23654,PLXNB2
7272,TTK
7273,TTN
7277,TUBA4A
7278,TUBA3C
7280,TUBB2A
7283,TUBG1
7298,TYMS
343171,OR2W3
81027,TUBB1
81029,WNT5B
7306,TYRP1
7307,U2AF1
7314,UBB
7319,UBE2A
162968,ZNF497
7321,UBE2D1
64689,GORASP1
154810,AMOTL1
23742,NPAP1
23743,BHMT2
7365,UGT2B10
7373,COL14A1
728276,CLEC19A
23764,MAFF
23780,APOL2
7399,USH2A
138474,TAF1L
7403,KDM6A
64750,SMURF2
7409,VAV1
64761,PARP12
64764,CREB3L2
7428,VHL
253190,SERHL2
7430,EZR
64783,RBM15
64784,CRTC3
7450,VWF
7454,WAS
7455,ZAN
7461,CLIP2
7465,WEE1
7468,NSD2
7471,WNT1
7472,WNT2
7473,WNT3
7474,WNT5A
7475,WNT6
7476,WNT7A
7477,WNT7B
7478,WNT8A
7479,WNT8B
7480,WNT10B
7481,WNT11
7482,WNT2B
7483,WNT9A
7484,WNT9B
7486,WRN
146754,DNAH2
7490,WT1
7494,XBP1
64840,PORCN
56652,TWNK
7507,XPA
7512,XPNPEP2
7514,XPO1
64859,NABP1
7525,YES1
7531,YWHAE
343406,OR10R2
7536,SF1
7543,ZFX
7545,ZIC1
7547,ZIC3
7555,CNBP
138639,PTPDC1
64919,BCL11B
7576,ZNF28
146850,PIK3R6
56776,FMN2
130507,UBR3
114134,SLC2A13
7652,ZNF99
7681,MKRN3
7692,ZNF133
359948,IRF2BP2
56853,CELF4
7704,ZBTB16
65057,ACD
7716,VEZF1
56884,FSTL5
7733,ZNF180
147007,TMEM199
7750,ZMYM2
7757,ZNF208
7764,ZNF217
7769,ZNF226
7770,ZNF227
81501,DCSTAMP
65125,WNK1
7786,MAP3K12
7799,PRDM2
7812,CSDE1
56965,PARP6
56979,PRDM9
81558,FAM117A
7832,BTG2
7837,PXDN
7840,ALMS1
56994,CHPT1
7844,RNF103
7846,TUBA1A
56999,ADAMTS9
7849,PAX8
7852,CXCR4
57007,ACKR3
89780,WNT3A
7862,BRPF1
57016,AKR1B10
57018,CCNL1
65217,PCDH15
7874,USP7
89795,NAV3
65220,NADK
89796,NAV1
253639,ZNF620
81608,FIP1L1
81614,NIPA2
7913,DEK
147179,WIPF2
65268,WNK2
57082,KNL1
57088,PLSCR4
286464,CFAP47
728833,FAM72D
89857,KLHL6
7942,TFEB
57097,PARP11
57105,CYSLTR2
253714,MMS22L
57107,PDSS2
57117,INTS12
57120,GOPC
57127,RHBG
81704,DOCK8
7976,FZD3
7975,MAFK
57143,ADCK1
57144,PAK5
7994,KAT6A
8001,GLRA3
286530,P2RY8
139081,MAGEC3
221002,RASGEF1A
89932,PAPLN
8013,NR4A3
57167,SALL4
8019,BRD3
8021,NUP214
57176,VARS2
57178,ZMIZ1
8028,MLLT10
8029,CUBN
8030,CCDC6
8031,NCOA4
57188,ADAMTSL3
442213,PTCHD4
57194,ATP10A
57198,ATP8B2
122740,OR4K14
114548,NLRP3
122742,OR4L1
57205,ATP10D
139135,PASD1
81792,ADAMTS12
8078,USP5
221074,SLC39A12
8085,KMT2D
8087,FXR1
8089,YEATS4
8091,HMGA2
81831,NETO2
81839,VANGL1
196528,ARID2
8115,TCL1A
57282,SLC4A10
8140,SLC7A5
8148,TAF15
8178,ELL
442361,OR2A2
57731,SPTBN4
283651,HMGN2P46
50854,SNHG32
3817,KLK2
404019,HSP90B1
387638,C10orf113
51135,IRAK4
